iter	MultiClass
184	0.01311426484
185	0.0129638707
186	0.01284234134
187	0.01269070604
188	0.0125699495
189	0.01243619465
190	0.0122927751
191	0.01214651839
192	0.01202482899
193	0.01188450107
194	0.01177769743
195	0.01166237187
196	0.01155863487
197	0.01146592197
198	0.0113465007
199	0.01125183572
200	0.01115470978
201	0.01107308521
202	0.01096564791
203	0.01086934382
204	0.01079216142
205	0.01071489866
206	0.01061841338
207	0.01055672978
208	0.01046717148
209	0.01037156132
210	0.01028148156
211	0.01019254096
212	0.01009807493
213	0.01002358811
214	0.009923187372
215	0.009836586229
216	0.009785620753
217	0.009716162878
218	0.009661868009
219	0.009580627374
220	0.009474702701
221	0.009420252068
222	0.009312258187
223	0.009258600475
224	0.009191214906
225	0.009129773347
226	0.009077688094
227	0.009010166257
228	0.008949844263
229	0.008884551544
230	0.008848677513
231	0.008784362149
232	0.008732347354
233	0.008698364333
234	0.008620927472
235	0.008552543962
236	0.008498255295
237	0.008446637476
238	0.00840124591
239	0.008365930079
240	0.00828998092
241	0.00823622042
242	0.00817146455
243	0.008117559778
244	0.008068564848
245	0.008024463004
246	0.007984106143
247	0.007925991471
248	0.007868294454
249	0.007818634998
250	0.007772632965
251	0.007728277453
252	0.00768104276
253	0.007650732539
254	0.007621554083
255	0.007589163719
256	0.00754221521
257	0.00748943967
258	0.007428707812
259	0.007380271195
260	0.007348036303
261	0.007306649905
262	0.007268214904
263	0.00723549176
264	0.007203245215
265	0.007166931517
266	0.007101481998
267	0.007061199332
268	0.007040292348
269	0.006981232887
270	0.006938745034
271	0.006904177337
272	0.006869867213
273	0.00683083244
274	0.006768261763
275	0.006740193565
276	0.006724521154
277	0.006705339153
278	0.006657720055
279	0.006612229795
280	0.006587779232
281	0.006546678532
282	0.00651302655
283	0.006482846951
284	0.006439584113
285	0.006405618095
286	0.006387469235
287	0.006356808644
288	0.006311650808
289	0.006281177784
290	0.00626721561
291	0.006239326115
292	0.006203437813
293	0.006180345317
294	0.00613131528
295	0.006115712455
296	0.006102231693
297	0.006058906432
298	0.006030287587
299	0.005999864678
300	0.005972343564
301	0.005954442929
302	0.005930215528
303	0.005905420355
304	0.005885676288
305	0.005851105635
306	0.005835815673
307	0.005811003381
308	0.005774997366
309	0.005754637313
310	0.005723892216
311	0.005683766926
312	0.005664748371
313	0.005631120189
314	0.005620152923
315	0.005605099874
316	0.005591820177
317	0.005574570185
318	0.00556356135
319	0.00553976853
320	0.005521063101
321	0.005501753624
322	0.005485546303
323	0.005450087058
324	0.005431970915
325	0.005404811092
326	0.005377041902
327	0.0053382107
328	0.005311119363
329	0.005289305609
330	0.005270429379
331	0.005244825595
332	0.005217635522
333	0.005192320942
334	0.005182296525
335	0.005170633747
336	0.005143587767
337	0.005128597306
338	0.005104950737
339	0.005091898606
340	0.005076861058
341	0.005061606525
342	0.005051301441
343	0.005035016296
344	0.005007004141
345	0.004973265379
346	0.004944035523
347	0.004926035772
348	0.004916249682
349	0.004895624738
350	0.004872626321
351	0.004853909706
352	0.004835107753
353	0.004823365451
354	0.004804375699
355	0.00476989221
356	0.004754881931
357	0.004743109274
358	0.004729005163
359	0.004714022467
360	0.004701751682
361	0.004693580109
362	0.004678233937
363	0.00466918254
364	0.004662561355
365	0.00464476774
366	0.004617400318
367	0.004600618928
368	0.004565491536
369	0.004548881738
370	0.004541124868
371	0.004529319392
372	0.004512112463
373	0.004482844807
374	0.004454946711
375	0.004437626383
376	0.004428269757
377	0.004402645177
378	0.00438792463
379	0.004351192451
380	0.004340293005
381	0.004313592786
382	0.004306752043
383	0.0042855817
384	0.004271610088
385	0.004241059447
386	0.00422956985
387	0.004218837005
388	0.004210746319
389	0.004193087863
390	0.004173123019
391	0.004159389453
392	0.004146064133
393	0.004138620617
394	0.004128431248
395	0.004119893871
396	0.004112450592
397	0.004102763376
398	0.004086278202
399	0.004075506761
400	0.004050968427
401	0.004044961891
402	0.004013916462
403	0.003998071311
404	0.003981429045
405	0.003967127291
406	0.003960404333
407	0.003947532392
408	0.003936595624
409	0.003931919173
410	0.003920694431
411	0.003911121599
412	0.003903702521
413	0.003882379342
414	0.003871384888
415	0.003865211744
416	0.003858110134
417	0.003843304662
418	0.003821937538
419	0.003816144199
420	0.003805927482
421	0.003796094939
422	0.003785100005
423	0.003775540488
424	0.00376299229
425	0.003744225727
426	0.003737623324
427	0.003731309469
428	0.00372451164
429	0.003714541749
430	0.003703449496
431	0.003688927825
432	0.003678388477
433	0.003672774176
434	0.003653946571
435	0.003639094473
436	0.003619566512
437	0.003602571289
438	0.003598121968
439	0.003593311518
440	0.003573665599
441	0.003561634997
442	0.003546332903
443	0.003536190358
444	0.003526087799
445	0.003519688306
446	0.003499706743
447	0.003493387936
448	0.003489186998
449	0.003484555571
450	0.00346933628
451	0.003459696873
452	0.003454700754
453	0.003446460167
454	0.003438806532
455	0.003429631841
456	0.00341938367
457	0.003403962071
458	0.003395120383
459	0.003388893176
460	0.003381928497
461	0.003373994103
462	0.003368577457
463	0.003357657207
464	0.003354452169
465	0.003344489412
466	0.003330487858
467	0.003326857688
468	0.00332068138
469	0.00331907639
470	0.003308242142
471	0.003295711602
472	0.003277603832
473	0.003263756428
474	0.00325715332
475	0.00324640247
476	0.00324106277
477	0.003227170801
478	0.003217409725
479	0.003203455018
480	0.003197008996
481	0.003189125628
482	0.003173758305
483	0.003166673937
484	0.003153005901
485	0.003145147912
486	0.003139776781
487	0.003126749403
488	0.003121279691
489	0.0031046989
490	0.003100859706
491	0.003093049071
492	0.003078203734
493	0.003074707339
494	0.003061451971
495	0.00305050557
496	0.003046896692
497	0.003041106232
498	0.00303069751
499	0.003023981864
500	0.003020643771
501	0.003014162092
502	0.003006784584
503	0.003002142949
504	0.002996298546
505	0.002990969996
506	0.002978205413
507	0.002967680386
508	0.002959537127
509	0.002952346732
510	0.002944301246
511	0.00293792063
512	0.002929570785
513	0.002918050875
514	0.002913171035
515	0.002908529231
516	0.002905451773
517	0.002899408129
518	0.002891341874
519	0.002878164684
520	0.002870550094
521	0.00286200633
522	0.002856915066
523	0.002844624069
524	0.002833223694
525	0.002827070578
526	0.002821626168
527	0.002811184903
528	0.002798761926
529	0.002795849706
530	0.002791476009
531	0.002783140059
532	0.002777893399
533	0.00277376591
534	0.002768613505
535	0.002762843724
536	0.002747898624
537	0.002737713989
538	0.002731918781
539	0.002721914995
540	0.002719538346
541	0.002715722041
542	0.00271177205
543	0.002707007787
544	0.002699990966
545	0.00269215046
546	0.002684407865
547	0.00267649261
548	0.002670320539
549	0.002660397896
550	0.002654919997
551	0.002647512523
552	0.002639742501
553	0.002631514991
554	0.002628194133
555	0.002623976375
556	0.002618020334
557	0.002612687662
558	0.002608089071
559	0.002596475834
560	0.002588190912
561	0.002582405661
562	0.002571574228
563	0.002568794675
564	0.002563995463
565	0.002558170647
566	0.002554308393
567	0.002546788976
568	0.002539506109
569	0.002530796575
570	0.002526521596
571	0.002523124943
572	0.002515149525
573	0.002511354951
574	0.002503902399
575	0.002500225716
576	0.002493309136
577	0.002483184609
578	0.002474732856
579	0.002468303149
580	0.002462496011
581	0.002458342017
582	0.002451778228
583	0.002446079623
584	0.002439588553
585	0.00243688243
586	0.002431969488
587	0.002425308265
588	0.002417938802
589	0.002410416512
590	0.002405558377
591	0.002401700477
592	0.00239911376
593	0.00239594351
594	0.002387866906
595	0.002386089943
596	0.002382722357
597	0.002374595912
598	0.002371232497
599	0.002367797723
600	0.002359359321
601	0.002354997333
602	0.002347035383
603	0.00234238803
604	0.002338958839
605	0.002336964139
606	0.002333584737
607	0.002326282106
608	0.002320336001
609	0.002313621535
610	0.002312073233
611	0.002304696546
612	0.002300125859
613	0.002291784127
614	0.002289984895
615	0.002284369016
616	0.002278772981
617	0.00227754121
618	0.00226839139
619	0.002265070138
620	0.002260990284
621	0.002250900277
622	0.00224795313
623	0.002237670002
624	0.002234210497
625	0.002229917316
626	0.002224383187
627	0.002219383558
628	0.00221544167
629	0.002210141282
630	0.002206307498
631	0.002200876678
632	0.002196291534
633	0.002188303052
634	0.002183296918
635	0.002181622606
636	0.002177742264
637	0.002175592759
638	0.002171617567
639	0.00216850783
640	0.00216639843
641	0.002161347596
642	0.002156708045
643	0.002150048804
644	0.002144284778
645	0.002139484358
646	0.002135560971
647	0.002132672137
648	0.002122695652
649	0.00211766011
650	0.002111004037
651	0.002107476678
652	0.002105017151
653	0.002100438412
654	0.002095727329
655	0.002091775692
656	0.002086704478
657	0.002083958867
658	0.002079842041
659	0.002077456683
660	0.00207383714
661	0.002067103069
662	0.002065145409
663	0.002056662249
664	0.002051043635
665	0.002043163152
666	0.002041449267
667	0.002039069578
668	0.002036461721
669	0.002033467396
670	0.002031248018
671	0.002028458392
672	0.00202021462
673	0.002014685202
674	0.002012189826
675	0.002009115134
676	0.002006593129
677	0.002002963316
678	0.002000239049
679	0.001998896127
680	0.00199650517
681	0.001988369596
682	0.00198624235
683	0.00198209
684	0.001980005641
685	0.001975380746
686	0.001972305431
687	0.001968582942
688	0.001962526755
689	0.001958119664
690	0.001951873726
691	0.001950113685
692	0.001945369293
693	0.001943064444
694	0.001940679653
695	0.001936971028
696	0.001935127899
697	0.001932167167
698	0.001928534996
699	0.001925364251
